ID,Year,Longitude,Latitude,Plant area m2,road_PA,Open_habitat_boundary,plant dryness,Patch shadow,Rainfall_August,Rainfall_July,Ext,Sh,Sm,Sp
1043,2007,3100696.46997803,6692629.61907804,25,FALSE,TRUE,2,1,40.0386293129,24.0217954447,1,0.459817227597445,0.107843110011657,0.054869456525314
1043,2011,3100696.46997803,6692629.61907804,15,FALSE,TRUE,1,1,34.0383474446,50.9259999731,0,0.459817227597445,0.164851343683098,0.0160968663672507
1043,2012,3100696.46997803,6692629.61907804,30,FALSE,TRUE,20,1,76.0634074817,36.7441483996,0,0.459817227597445,1.34006198179617,0.0672908556846079
1045,2007,3095714.45163526,6694686.1412902,2.5,FALSE,TRUE,2,2,23.8095485913,27.946405559,1,0.83875291053727,0.000958025545063233,0.000220555969657942
1045,2012,3095714.45163526,6694686.1412902,10,FALSE,TRUE,5,2,40.3062283278,36.2859040738,0,0.83875291053727,1.32487208808635,0.836901551964306
1047,2005,3087649.37479018,6703821.13603655,10,TRUE,TRUE,10,1,67.7597670652,30.1619148562,0,7.61261553198922,0.436722121618026,0.436702143995723
1047,2006,3087649.37479018,6703821.13603655,15,TRUE,TRUE,0,1,67.1532181028,39.6673922479,0,7.61261553198922,3.56639739148601,0.138101296949697
1047,2007,3087649.37479018,6703821.13603655,10,TRUE,TRUE,0,1,34.7910601887,44.1264948334,0,7.61261553198922,0.97565516974237,0.869574542825716
1047,2008,3087649.37479018,6703821.13603655,5,TRUE,TRUE,5,1,77.5654829805,16.7565440702,0,7.61261553198922,1.61996553104918,1.78E-06
1047,2009,3087649.37479018,6703821.13603655,11.25,TRUE,TRUE,1,1,60.1258330907,59.3227169693,0,7.61261553198922,4.66842205716071,2.15876094392971
1047,2010,3087649.37479018,6703821.13603655,11.25,TRUE,TRUE,90,1,60.0450463706,13.8750986541,1,7.61261553198922,0.115242123960339,0.0486508455091751
1051,2003,3090327.40521488,6702440.9586296,2,FALSE,TRUE,0,2,44.5362975431,32.3681452984,1,7.37072411305775,0.0409465676236083,0.0405510108785902
1053,2003,3094485.27899484,6700712.32360132,4,TRUE,TRUE,1,2,41.7936364388,25.6959741221,1,6.45307527020616,2.65277991518108,2.53861548767422
1053,2005,3094485.27899484,6700712.32360132,7,TRUE,TRUE,0,2,60.683702366,49.0806137116,0,6.45307527020616,5.41016321096155,4.80517504123664
1053,2006,3094485.27899484,6700712.32360132,6,TRUE,TRUE,11,2,40.550001741,34.9841203978,1,6.45307527020616,2.63660551000816,2.63449247124327
1053,2008,3094485.27899484,6700712.32360132,4,TRUE,TRUE,20,2,86.6200805037,16.3568490954,0,6.45307527020616,3.13430207197421,2.85709395486669
1053,2009,3094485.27899484,6700712.32360132,5.35,TRUE,TRUE,5,2,38.6241393309,62.4603556989,1,6.45307527020616,3.30436586471048,3.0463409246125
1062,2011,3126794.24689781,6690954.96170893,16,TRUE,TRUE,20,2,29.7808066296,19.9199922941,0,4.9686669903495,1.28021676512975,0.565598077435009
1062,2012,3126794.24689781,6690954.96170893,8,TRUE,TRUE,10,2,48.1049753065,29.5634675906,0,4.9686669903495,0.273459850660557,0.106606148473299
1067,2006,3124459.26576662,6689575.85180429,50,TRUE,TRUE,2,1,35.1609569384,21.2027806696,1,6.98721064975896,2.13503919678497,0.196652237413202
1067,2008,3124459.26576662,6689575.85180429,33,TRUE,TRUE,2,1,76.4501225938,13.1889674047,0,6.98721064975896,1.93260322765546,1.44023963827539
1067,2009,3124459.26576662,6689575.85180429,27.6666666667,TRUE,TRUE,10,1,43.7876073227,49.9627549721,0,6.98721064975896,0.453135630769173,0.346174438357952
1067,2010,3124459.26576662,6689575.85180429,27.6666666667,TRUE,TRUE,25,1,59.5794624471,12.7704173379,1,6.98721064975896,1.25096529513556,0.237282431412627
1067,2012,3124459.26576662,6689575.85180429,10.995,TRUE,TRUE,10,1,68.3408602016,35.9796734621,0,6.98721064975896,1.08928608885341,0.304816398604887
1069,2009,3125094.93320158,6688100.92351558,13.4,FALSE,TRUE,10,1,48.6008868712,49.2548315751,1,15.5603522147443,3.4517209725349,2.39426593869938
1076,2009,3104221.48237593,6702173.81574809,16.1,TRUE,TRUE,4,1,48.4950688252,67.2768672476,0,4.65123300004748,1.73688174737231,2.01E-07
1076,2010,3104221.48237593,6702173.81574809,16.1,TRUE,TRUE,15,1,76.1518270876,12.0356152982,0,4.65123300004748,0.998333795943936,0.875433311186305
1076,2011,3104221.48237593,6702173.81574809,3.5,TRUE,TRUE,3,1,45.9660597363,36.2155445644,0,4.65123300004748,0.775619238524653,0.771789119964842
1076,2012,3104221.48237593,6702173.81574809,20,TRUE,TRUE,10,1,58.0008073997,61.6445167316,0,4.65123300004748,3.4523178255928,0.785136704574146
1083,2007,3121834.06938352,6703299.29000713,15,FALSE,TRUE,5,1,57.4046892679,41.3860856353,1,7.89048409295971,4.66439187684964,0.0813637212524254
1085,2007,3126570.5191666,6689056.82433123,6.5,TRUE,TRUE,20,1,57.7141740489,29.8403206571,0,13.3445739024194,9.95876919886947,8.26038821255676
1085,2008,3126570.5191666,6689056.82433123,6.4,TRUE,TRUE,3,1,86.0032942608,13.2524539654,1,13.3445739024194,6.5539962629635,4.99932046511296
1092,2008,3121852.49993072,6698469.45351823,10.25,TRUE,TRUE,4,1,73.7002525107,13.4985707377,1,13.7379749048464,2.7896845462412,2.61835661938054
1093,2008,3123970.03295643,6697786.8744721,27,TRUE,TRUE,15,1,87.304124326,12.8995274444,1,20.9552992318271,0.0448917855207055,0.0374976318640577
1095,2008,3126395.05197035,6697695.3229282,40,FALSE,TRUE,15,1,78.3645909618,13.5013474743,1,8.98682073441216,0.0244093515834629,0.00258755098612274
1095,2012,3126395.05197035,6697695.3229282,35,FALSE,TRUE,3,1,47.8065435597,48.1300090929,0,8.98682073441216,8.85364691826252,4.87300849292143
1097,2003,3127049.89255068,6693876.19256517,200,FALSE,TRUE,5,1,26.0227243485,10.5177195854,1,1.71553179586154,0.000621105998178899,0.000322548920245491
1097,2008,3127049.89255068,6693876.19256517,50,FALSE,TRUE,2,1,75.5405752227,12.4434203669,1,1.71553179586154,2.52527473328486,2.49319173738148
1097,2012,3127049.89255068,6693876.19256517,200,FALSE,TRUE,3,1,41.6902541601,29.9837278746,0,1.71553179586154,10.2377041885709,0.031698300284579
1099,2002,3113567.79598367,6713937.53886417,8,TRUE,TRUE,60,1,19.9229465554,55.1767997441,0,4.32389943791482,0.136209205388314,0.000991460595576995
1099,2003,3113567.79598367,6713937.53886417,7,TRUE,TRUE,0,1,44.0022800932,16.0660170638,1,4.32389943791482,0.209263646914455,2.71E-06
110,2003,3108243.09380891,6717611.33655867,8,TRUE,TRUE,0,1,40.8561120845,16.4354490393,1,3.35085058267417,1.05665393940226,1.05657735934858
110,2007,3108243.09380891,6717611.33655867,3,TRUE,TRUE,1,1,33.3188344172,39.1345633669,1,3.35085058267417,0.00617560020702675,0.00138338903289319
110,2010,3108243.09380891,6717611.33655867,6.5555555556,TRUE,TRUE,0,1,54.9781252776,9.0365912499,1,3.35085058267417,0.0215636027003485,0.00129152812000818
1104,2004,3111286.93990241,6712040.05680943,7,FALSE,TRUE,0,2,43.5911311607,43.7777875042,1,3.30661180377327,0.0279538660855341,9.14E-06
1109,2009,3112255.67219878,6713770.23850004,3.15,TRUE,TRUE,1,2,34.6890852986,47.7748851075,0,5.57695363498894,4.01869076928076,2.03E-09
1109,2010,3112255.67219878,6713770.23850004,3.15,TRUE,TRUE,5,2,61.821044696,9.2210109819,0,5.57695363498894,0.779137003086759,0.231869696780132
1109,2011,3112255.67219878,6713770.23850004,3,TRUE,TRUE,5,2,30.9075299317,40.4375163534,1,5.57695363498894,0.0614088757432148,0.00021474804559764
111,2002,3108042.8313098,6718211.20057622,3,FALSE,TRUE,20,2,7.9967228973,48.3834174834,0,3.65304662136526,2.43201554323541,1.15160246532571
111,2003,3108042.8313098,6718211.20057622,9,FALSE,TRUE,0,2,40.8561120845,16.4354490393,1,3.65304662136526,1.00289970290693,1.00286449683759
111,2005,3108042.8313098,6718211.20057622,3,FALSE,TRUE,0,2,46.7782486201,19.8467726137,1,3.65304662136526,0.00309897498698151,0.00309104972695544
1118,2008,3123729.65701327,6707763.12761727,6,TRUE,TRUE,20,2,72.3253606041,11.6772149524,1,3.46138824982514,0.508410723929788,0.476565002839288
1118,2010,3123729.65701327,6707763.12761727,10.51,TRUE,TRUE,40,2,84.3715588624,8.3743104899,1,3.46138824982514,0.130041104138283,4.10E-05
1125,2007,3125420.79703338,6682554.80805262,6,FALSE,TRUE,15,1,29.685290746,25.5728359458,1,18.5488644974051,11.6935795558303,0.355783879019819
1125,2010,3125420.79703338,6682554.80805262,7.4,FALSE,TRUE,30,1,78.3286298921,22.1965521714,1,18.5488644974051,2.51298122924195,0.0900291335593613
1125,2012,3125420.79703338,6682554.80805262,10,FALSE,TRUE,10,1,40.7777885974,36.3575884736,0,18.5488644974051,9.00975315736513,4.70366853044019
1127,2005,3125574.47919218,6682526.31185635,15,FALSE,TRUE,2,1,54.5830819372,27.268522887,1,16.0662233367308,2.46924244824866,1.77437116053891
1128,2009,3125536.02126861,6682793.83032195,1.8333333333,FALSE,TRUE,15,2,28.2100929613,53.7017154226,1,20.3236063551097,9.65934961112174,4.08297650908967
113,2005,3107806.5310241,6717914.23229052,4,TRUE,TRUE,0,2,50.38431936,20.3704320122,1,5.83160532371711,0.00578621278815366,0.00576938116428795
114,2002,3107737.94029319,6717752.13968113,12,FALSE,TRUE,30,1,8.0409972297,47.6735357376,0,4.58877428333579,2.15764311041727,0.576676683528038
114,2003,3107737.94029319,6717752.13968113,9,FALSE,TRUE,0,1,43.3194712787,19.3984078086,0,4.58877428333579,0.0143403461724863,0.0142964034930412
114,2004,3107737.94029319,6717752.13968113,10,FALSE,TRUE,0,1,41.101105035,69.0037578443,0,4.58877428333579,2.40806844864612,0.00569464583283887
114,2005,3107737.94029319,6717752.13968113,15,FALSE,TRUE,5,1,50.38431936,20.3704320122,1,4.58877428333579,0.0071403371453304,0.00711704523777586
114,2012,3107737.94029319,6717752.13968113,15,FALSE,TRUE,0,1,45.0642010454,36.994764785,1,4.58877428333579,2.61773554371797,0.791165252690317
1149,2012,3121801.04926394,6703609.4685807,10,FALSE,TRUE,3,1,56.6767658601,44.7320892778,0,8.64632473221372,8.21447998438131,0.344115546451789
1157,2005,3120125.9642515,6675868.23594947,11,TRUE,TRUE,0,1,83.9479260132,32.2246590981,1,3.04651855854535,0.499631171592758,0.0249099361211391
1163,2009,3119463.49429979,6675512.72519108,6.28,FALSE,TRUE,2,1,20.929783698,48.6288818183,1,4.09839236228931,0.149321058079761,0.107697805415177
1164,2007,3119263.41958222,6676088.87822106,12,TRUE,TRUE,10,1,26.1952129916,33.1685777443,1,4.06137457733602,0.104879975413013,0.09462205432664
1164,2011,3119263.41958222,6676088.87822106,30,TRUE,TRUE,5,1,53.751345748,14.8371552794,1,4.06137457733602,1.08340721097172,0.51886342121798
1166,2002,3118089.22856512,6673703.1161085,4,TRUE,TRUE,33,1,2.8809232579,78.2205499237,1,3.28312041120909,0.952515035139601,0.869608714811092
1167,2009,3118592.32445329,6674603.01248356,2.3214285714,FALSE,TRUE,0,1,25.6787153173,51.8607227387,1,3.48995263039192,0.0895867868269002,0.0854171869450091
1171,2006,3119156.83831779,6675689.62881953,1.5,FALSE,TRUE,1,1,54.3947220866,76.8620428987,1,5.45286120406322,2.91618853171006,0.271312484347167
1174,2002,3120492.25056904,6678054.23662468,5,FALSE,TRUE,12,1,3.382810054,68.7532612285,1,4.71814489465677,0.127425987958143,0.0161060152802397
1174,2010,3120492.25056904,6678054.23662468,4.202,FALSE,TRUE,5,1,72.8977015649,18.5901221263,1,4.71814489465677,0.859690345243935,0.0049400723637271
1174,2012,3120492.25056904,6678054.23662468,5,FALSE,TRUE,20,1,47.0212479081,30.9889948146,0,4.71814489465677,7.71078523265687,3.94117327733462
1176,2007,3120242.49831604,6678919.95215398,20,TRUE,TRUE,10,1,31.7871185763,22.6557953224,0,7.09605919746444,0.511054534117468,0.453043407075836
1176,2008,3120242.49831604,6678919.95215398,10,TRUE,TRUE,3,1,74.1618201396,27.6716632774,1,7.09605919746444,0.0287926841717726,0.00138682006798996
1177,2007,3120235.34102601,6678619.64460682,12,TRUE,TRUE,20,2,31.7871185763,22.6557953224,1,6.26813982143956,3.35339883476988,3.2630082131382
1177,2010,3120235.34102601,6678619.64460682,14.7,TRUE,TRUE,10,2,65.1472861201,20.2806993491,1,6.26813982143956,0.275284662303574,0.0123310928510562
1177,2012,3120235.34102601,6678619.64460682,35,TRUE,TRUE,30,2,51.4942467441,28.912828126,0,6.26813982143956,11.7418249060994,2.0569304984277
1178,2008,3120682.43387449,6677660.89179712,0.03,TRUE,TRUE,0,1,78.9605051784,17.6066219043,1,3.55116880501663,0.0298779639544984,0.00245842658800481
1178,2011,3120682.43387449,6677660.89179712,0.1,TRUE,TRUE,8,1,49.1702475639,21.1233774512,1,3.55116880501663,2.06550382145113,0.0230557723143474
1187,2007,3120164.74495283,6678966.45236968,1.5,FALSE,TRUE,10,1,31.7871185763,22.6557953224,1,8.61243458404095,4.20834509712692,4.15666434984192
1189,2007,3120413.48343127,6678934.2699569,12,TRUE,TRUE,25,1,31.7586121558,23.9876597406,1,6.77200399134872,3.63406235400278,3.57119391961238
1197,2009,3117739.61927531,6675915.88892249,2.8785714286,FALSE,TRUE,0,1,34.2895005257,48.6715230399,1,4.43793718479033,0.0184837789424297,0.00537791734014924
1197,2011,3117739.61927531,6675915.88892249,0.4,FALSE,TRUE,5,1,35.8107875309,17.7019305498,1,4.43793718479033,0.891757184523954,0.809940280826483
1,2012,3100511.68515465,6712465.00972039,20,FALSE,TRUE,35,2,44.2913191979,38.7240556032,0,10.17284246737,12.347122338224,2.5437629043779
1203,2002,3116840.05509715,6676508.065579,15,FALSE,TRUE,25,1,4.2548918437,73.2190962147,1,1.26623571780828,1.46460854560391,0.356414512461487
1203,2007,3116840.05509715,6676508.065579,8,FALSE,TRUE,15,1,26.0736827016,23.4656168147,1,1.26623571780828,0.00514979751771571,0.00490204453366542
1203,2011,3116840.05509715,6676508.065579,37,FALSE,TRUE,15,1,38.2994618354,14.1340577652,0,1.26623571780828,0.0504813909909712,0.0227551230589929
1203,2012,3116840.05509715,6676508.065579,35,FALSE,TRUE,15,1,53.4267555959,38.5856764568,0,1.26623571780828,0.147852623898632,0.0217588321107865
1213,2009,3115883.30034984,6680644.33800576,1.41,TRUE,TRUE,0,1,38.2479468896,47.7789624545,1,1.835540774786,0.0955860099896984,0.000420965261882418
1219,2007,3115549.94267327,6681422.07590715,8,TRUE,TRUE,8,2,28.9391256783,32.4436651964,1,2.99897144471464,1.17549202558888,1.051874512086
122,2006,3113721.92866258,6710563.63622008,7,FALSE,TRUE,5,1,34.4930139034,21.5952099592,1,1.14365061062982,0.0522812803168564,0.0213817793184843
1223,2008,3130556.69137932,6691380.58917793,11,FALSE,TRUE,0,1,76.8652145197,11.8007749228,1,3.00470008489545,0.0692497504453987,0.0140787441832911
1234,2002,3155281.19304548,6697915.42967344,1.5,TRUE,TRUE,50,1,4.6065530774,83.2976425552,1,4.61493340190548,0.167952677028589,5.82E-11
1234,2007,3155281.19304548,6697915.42967344,3,TRUE,TRUE,3,1,58.7307025236,34.6416326492,0,4.61493340190548,2.06631184644908,0.0575457212333362
1234,2008,3155281.19304548,6697915.42967344,2,TRUE,TRUE,30,1,51.8159987536,12.082071375,0,4.61493340190548,1.99612270144146,1.31919470083185
1234,2009,3155281.19304548,6697915.42967344,2.2777777778,TRUE,TRUE,10,1,47.4829778064,44.7917977188,0,4.61493340190548,0.213396068772542,0.0496983166000838
1234,2010,3155281.19304548,6697915.42967344,2.2777777778,TRUE,TRUE,18,1,36.8360466547,41.7757732021,1,4.61493340190548,2.79231122170263,0.20528593272681
1235,2009,3155195.97904518,6697943.60450261,1.39,TRUE,TRUE,0,1,47.4829778064,44.7917977188,1,5.28465246626074,1.47750953279259,1.31064771811546
1238,2007,3156306.98535641,6697903.15623187,1.5,TRUE,TRUE,6,2,48.9208000675,38.0811247822,1,3.41874333677532,0.976686666207705,0.259518216122902
1239,2003,3157203.08026182,6698334.93278906,10,TRUE,TRUE,2,1,57.8821134074,10.5500984312,1,6.53428444782304,1.93E-19,7.34E-29
1239,2006,3157203.08026182,6698334.93278906,2,TRUE,TRUE,3,1,26.9475877853,15.8561176413,1,6.53428444782304,2.55720896752414,0.0798523133840349
1249,2009,3157042.77346497,6699189.4112963,0.7777777778,FALSE,TRUE,1,1,31.5105342191,39.7654593441,1,4.34533992612653,0.915950032495837,0.261902150019651
1249,2011,3157042.77346497,6699189.4112963,0.8,FALSE,TRUE,20,1,39.6545592293,49.8935683337,1,4.34533992612653,0.011307822875108,0.0113075183264543
125,2006,3113508.84892623,6708100.86932958,9,FALSE,TRUE,1,2,33.9243295132,21.042954746,0,8.60743350089518,0.48126876028784,2.68E-06
125,2007,3113508.84892623,6708100.86932958,8,FALSE,TRUE,0,2,50.1766372317,26.6407683463,1,8.60743350089518,0.157704222655197,0.000242611040801007
1253,2011,3157468.12859222,6698735.15579157,15,TRUE,TRUE,0,1,65.9520021224,40.1818005778,1,5.34113721309036,0.00445531975652003,0.00445501601423556
1256,2002,3158551.25755797,6698096.5396308,2,TRUE,TRUE,30,2,9.7445236329,57.8378443515,1,2.20515882476671,0.821182271600019,8.47E-13
1256,2008,3158551.25755797,6698096.5396308,3,TRUE,TRUE,40,2,45.2100600198,9.4569671673,1,2.20515882476671,0.253807101122382,0.140954459708661
1258,2009,3158928.28600561,6699071.69361754,0.6955555556,FALSE,TRUE,13,2,27.0965969463,40.3845708124,1,2.28136617153467,1.48746706382011,1.37529574194376
1259,2003,3158766.39678055,6699243.99803684,5,TRUE,TRUE,5,1,52.6516636844,12.0722389082,1,1.70497294702854,5.89E-21,3.06E-30
1259,2006,3158766.39678055,6699243.99803684,2.5,TRUE,TRUE,0,1,21.6053372747,12.7790224182,1,1.70497294702854,0.100291614543657,0.0138414068528524
1259,2008,3158766.39678055,6699243.99803684,2,TRUE,TRUE,10,1,51.7833059743,18.9768472455,0,1.70497294702854,0.490234031619304,0.00170463535482029
1259,2009,3158766.39678055,6699243.99803684,4.8333333333,TRUE,TRUE,7,1,27.0965969463,40.3845708124,0,1.70497294702854,0.141112435801713,0.00738577393504829
1259,2010,3158766.39678055,6699243.99803684,4.8333333333,TRUE,TRUE,5,1,44.9389515404,27.3166791889,1,1.70497294702854,0.415864203677356,0.0904962875222755
1265,2008,3158946.36659873,6700163.67403842,1,FALSE,TRUE,5,1,50.4258502177,8.3568896125,1,0.762756784530044,0.349155257437233,0.217609527348258
1267,2003,3157333.1748516,6700741.9611422,2,TRUE,TRUE,0,2,67.6340121498,25.7217850615,1,3.03615134227898,4.53E-21,4.39E-29
1267,2009,3157333.1748516,6700741.9611422,2.0666666667,TRUE,TRUE,10,2,29.3243936333,38.6131867347,1,3.03615134227898,3.16746063107825,0.10486221199306
127,2011,3112626.33425954,6706887.04591685,50,FALSE,TRUE,8,1,67.0586453854,58.0506389966,0,1.66249108485543,0.203165003138612,0.202624720008436
127,2012,3112626.33425954,6706887.04591685,35,FALSE,TRUE,10,1,58.359895625,41.3877671202,0,1.66249108485543,1.58418441589056,0.907740884967643
1274,2009,3155869.38659907,6700693.98168466,10.3888888889,FALSE,TRUE,8,1,28.885816708,40.5246859861,1,2.51634812200855,1.00094416559359,0.365360841708829
1279,2009,3155377.95931334,6700136.35436262,7.6111111111,TRUE,TRUE,10,1,30.0382477655,44.8943549745,1,3.55422343806632,1.00593599875259,0.686153489730246
1290,2007,3155873.87232112,6699757.66737899,2,TRUE,TRUE,3,1,47.1788637557,41.8675522167,1,4.9179825390019,0.683123641919075,0.213915680247461
1290,2009,3155873.87232112,6699757.66737899,5.3888888889,TRUE,TRUE,10,1,27.2084093325,42.3786850454,0,4.9179825390019,0.415169055768428,0.0376382835403363
1290,2010,3155873.87232112,6699757.66737899,5.3888888889,TRUE,TRUE,15,1,36.7146826422,21.7417406078,0,4.9179825390019,0.763424661499631,0.131585594406144
1290,2011,3155873.87232112,6699757.66737899,6,TRUE,TRUE,0,1,32.9744993068,29.6002839907,1,4.9179825390019,0.10383495531005,0.103834365044059
129,2010,3113904.77283775,6704933.7828334,7.01,FALSE,TRUE,25,2,76.3871933164,11.0363613106,1,0.265973945254665,0.068265681174098,0.000389766303833738
1301,2006,3156082.09959384,6698748.46598515,1,FALSE,TRUE,0,1,34.1080913699,15.1816002248,1,4.60446231080874,1.81459485144511,0.578906259946088
1302,2008,3156119.71447167,6698746.43458411,1.5,TRUE,TRUE,40,1,50.3945219486,12.1285198017,1,4.31669760220246,0.868855123649624,0.308986088174235
1302,2011,3156119.71447167,6698746.43458411,2,TRUE,TRUE,0,1,34.9265614002,38.2739781395,1,4.31669760220246,0.0631067842381838,0.0631047159026244
13,2011,3102427.42301374,6709839.33549349,6,FALSE,TRUE,10,1,48.7154054187,43.4668910047,0,6.7037795202053,1.00768548364923,0.20604092245414
13,2012,3102427.42301374,6709839.33549349,2,FALSE,TRUE,5,1,47.5666731129,39.0454520902,0,6.7037795202053,11.4655915252807,1.93370334360175
1320,2011,3154741.04697689,6698958.34716635,3,FALSE,TRUE,0,1,31.7508081415,37.5261820126,1,4.57647579906113,0.995082594255998,0.995074626992006
1321,2008,3155044.29129409,6698032.31867699,5,TRUE,TRUE,5,2,51.8159987536,12.082071375,0,3.86524146778349,1.42318608523853,0.83439627928296
1321,2009,3155044.29129409,6698032.31867699,8.28,TRUE,TRUE,0,2,47.4829778064,44.7917977188,1,3.86524146778349,1.13118447860123,0.941186286913359
1321,2011,3155044.29129409,6698032.31867699,15,TRUE,TRUE,5,2,39.2358696986,56.4843222632,1,3.86524146778349,0.194485310235846,0.194460387085172
132,2007,3109604.11071572,6705296.30311587,150,TRUE,TRUE,1,1,42.3944450915,33.573539861,1,3.14990068775583,0.16073583735878,0.158544231548445
133,2012,3108153.26893038,6706501.71650945,100,FALSE,TRUE,10,1,59.4906106282,35.9590454377,0,4.36733002721441,17.0698535058465,0.0104873595973232
1342,2006,3150997.0395274,6693139.13867669,20,TRUE,TRUE,0,1,36.3828591763,34.1597790275,0,14.0112705593369,9.30719462309681,2.52464798999707
1342,2007,3150997.0395274,6693139.13867669,30,TRUE,TRUE,7,1,47.0278866468,44.970022672,0,14.0112705593369,7.49532711984963,4.82889506169042
1342,2008,3150997.0395274,6693139.13867669,15,TRUE,TRUE,2,1,48.6206058854,7.398862813,0,14.0112705593369,3.70130704615814,3.68545735104694
1342,2009,3150997.0395274,6693139.13867669,22.6666666667,TRUE,TRUE,7,1,29.1491118529,45.8816597111,0,14.0112705593369,6.66308375226259,3.26523248547895
1342,2010,3150997.0395274,6693139.13867669,22.6666666667,TRUE,TRUE,10,1,46.0957540676,47.6028254309,1,14.0112705593369,7.17365959467895,4.79086794607182
1342,2012,3150997.0395274,6693139.13867669,13.15,TRUE,TRUE,5,1,33.6567506194,27.6990542152,0,14.0112705593369,6.90173383720465,5.52241690535162
1345,2007,3150891.69853582,6692752.22162035,3,TRUE,TRUE,3,1,47.0278866468,44.970022672,0,20.9225033125224,11.5664793912951,7.99424350123913
1345,2008,3150891.69853582,6692752.22162035,9,TRUE,TRUE,5,1,48.6206058854,7.398862813,1,20.9225033125224,6.68744820503846,6.67906515199233
1345,2011,3150891.69853582,6692752.22162035,10,TRUE,TRUE,5,1,40.3669729802,34.6749626004,0,20.9225033125224,17.4638362423536,13.4276876749766
1345,2012,3150891.69853582,6692752.22162035,7,TRUE,TRUE,2,1,33.6567506194,27.6990542152,0,20.9225033125224,9.81885761956869,9.1260660124899
1346,2002,3150940.35261,6692855.64992749,0.75,TRUE,TRUE,100,1,15.6311656979,65.1045563346,1,21.462382352639,0.677914791871018,2.51E-05
1346,2012,3150940.35261,6692855.64992749,1,TRUE,TRUE,0,1,33.6567506194,27.6990542152,0,21.462382352639,11.0896842097525,10.2522594638237
1348,2010,3151299.23518858,6692675.37334874,3.3333333333,TRUE,TRUE,20,1,42.368352212,26.1321477019,1,12.8249910238877,7.0229542359124,4.75312335182223
1350,2002,3151100.71764748,6693551.96311468,5,TRUE,TRUE,50,1,15.6311656979,65.1045563346,1,8.67984480229586,0.267397050673428,6.10E-06
1350,2007,3151100.71764748,6693551.96311468,5,TRUE,TRUE,10,1,47.0278866468,44.970022672,0,8.67984480229586,5.62753108677722,4.09163934711146
1350,2008,3151100.71764748,6693551.96311468,6,TRUE,TRUE,5,1,48.6206058854,7.398862813,0,8.67984480229586,2.91443456838898,2.88493813615683
1350,2009,3151100.71764748,6693551.96311468,7.5,TRUE,TRUE,0,1,29.1491118529,45.8816597111,0,8.67984480229586,4.72812838901343,2.93990374989038
1350,2010,3151100.71764748,6693551.96311468,7.5,TRUE,TRUE,25,1,46.0957540676,47.6028254309,1,8.67984480229586,3.29809787959984,2.16493456241929
135,2005,3108115.636954,6705988.3206762,23,TRUE,TRUE,2,1,59.6788461826,33.6581819952,1,5.17168478402825,6.24E-05,2.16E-06
136,2003,3110201.57048536,6701141.93947742,10,FALSE,TRUE,1,1,47.5017635328,16.9537186653,1,0.948124006676206,0.257721868019957,7.71E-10
136,2007,3110201.57048536,6701141.93947742,40,FALSE,TRUE,1,1,43.9774483651,32.5848359673,1,0.948124006676206,0.385214782494292,0.383248129633274
136,2010,3110201.57048536,6701141.93947742,48.125,FALSE,TRUE,5,1,84.8255703099,7.9016480237,1,0.948124006676206,0.000666808631294774,3.30E-05
1362,2009,3112543.70198737,6684157.62357099,5.5,FALSE,TRUE,30,1,40.3837709671,43.2650671896,1,2.39449880351734,0.00251387989770372,0.000611640217100517
